#cluster size degeneracy contacts threshold density metric
126 3 0 0.89 2.5000 1.0 -
127 2 0 0.72 2.5000 1.0 -
128 3 0 0.67 2.5000 1.0 -
129 2 0 1.06 1.7500 1.0 -
130 2 0 0.83 2.5000 1.0 -
131 2 0 0.78 2.5000 1.0 -
132 2 0 0.83 2.5000 1.0 -
133 3 0 0.72 2.5000 1.0 -
134 2 0 0.83 2.5000 1.0 -
135 3 0 0.94 2.5000 1.0 -
136 1 1 0.83 2.5000 1.0 -
137 2 0 0.72 2.5000 1.0 -
138 2 0 0.72 2.5000 1.0 -
139 2 0 0.72 2.5000 1.0 -
140 2 0 0.89 2.5000 1.0 -
141 2 0 1.06 1.7500 1.0 -
142 2 0 0.83 2.5000 1.0 -
143 2 0 1.00 2.5000 1.0 -
144 2 0 1.00 2.5000 1.0 -
145 2 0 0.83 2.5000 1.0 -
146 1 1 0.78 2.5000 1.0 -
147 1 1 1.00 2.5000 1.0 -
148 1 1 0.83 2.5000 1.0 -
149 2 0 1.00 2.5000 1.0 -
150 1 1 0.94 2.5000 1.0 -
151 1 1 0.67 2.5000 1.0 -
152 1 1 0.94 2.5000 1.0 -
153 1 1 0.94 2.5000 1.0 -
154 1 1 0.56 4.0000 1.0 -
155 1 1 0.94 2.5000 1.0 -
156 2 0 0.94 2.5000 1.0 -
157 1 1 0.78 2.5000 1.0 -
158 1 1 0.83 2.5000 1.0 -
159 2 0 1.06 1.7500 1.0 -
160 1 1 0.67 2.5000 1.0 -
161 1 1 0.89 2.5000 1.0 -
