#cluster size degeneracy contacts threshold density metric
126 3 0 0.89 2.5000 1.0 -
127 3 0 0.72 2.5000 1.0 -
128 5 0 0.67 2.5000 1.0 -
129 3 0 1.06 1.7500 1.0 -
130 5 0 0.83 2.5000 1.0 -
131 2 1 0.78 2.5000 1.0 -
132 2 0 0.83 2.5000 1.0 -
133 4 0 0.72 2.5000 1.0 -
134 2 0 0.83 2.5000 1.0 -
135 4 0 0.94 2.5000 1.0 -
136 3 0 0.83 2.5000 1.0 -
137 2 0 0.72 2.5000 1.0 -
138 2 0 0.72 2.5000 1.0 -
139 2 0 0.72 2.5000 1.0 -
140 2 0 0.89 2.5000 1.0 -
141 2 0 1.06 1.7500 1.0 -
142 3 0 0.83 2.5000 1.0 -
143 2 0 1.00 2.5000 1.0 -
144 2 0 1.00 2.5000 1.0 -
145 2 0 0.83 2.5000 1.0 -
146 2 0 0.78 2.5000 1.0 -
147 2 0 1.00 2.5000 1.0 -
148 2 0 0.83 2.5000 1.0 -
149 2 0 1.00 2.5000 1.0 -
150 2 0 0.94 2.5000 1.0 -
151 2 0 0.67 2.5000 1.0 -
152 3 0 0.94 2.5000 1.0 -
153 3 0 0.94 2.5000 1.0 -
154 4 0 0.56 4.0000 1.0 -
155 2 0 0.94 2.5000 1.0 -
156 2 0 0.94 2.5000 1.0 -
157 2 0 0.78 2.5000 1.0 -
158 2 0 0.83 2.5000 1.0 -
159 2 0 1.06 1.7500 1.0 -
160 2 0 0.67 2.5000 1.0 -
161 2 0 0.89 2.5000 1.0 -
162 2 0 0.94 2.5000 1.0 -
163 3 0 1.00 2.5000 1.0 -
164 2 0 0.67 2.5000 1.0 -
165 2 0 1.00 2.5000 1.0 -
166 1 1 1.00 2.5000 1.0 -
167 2 0 0.50 4.0000 1.0 -
168 2 0 0.56 4.0000 1.0 -
169 1 1 0.94 2.5000 1.0 -
170 1 1 1.00 2.5000 1.0 -
171 1 1 0.89 2.5000 1.0 -
172 1 1 0.89 2.5000 1.0 -
173 1 1 1.06 1.7500 1.0 -
174 2 0 0.56 4.0000 1.0 -
175 1 1 0.78 2.5000 1.0 -
